Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value
1281093614521606144,09-07-2020,infobae,Argentina,garantizar faltar billete semana tensión bcra banco,No
1300956912096284678,02-09-2020,infobae,Argentina,salir luz viejo interno vestuario unai problema manejar estrella,Clickbait
1299895101087506432,30-08-2020,infobae,Argentina,crisis venir anticipar recorte presupuesto aumento deuda,No
1279815939450519553,05-07-2020,infobae,Argentina,zinedine hablar polémica arbitraje cansado,No
1277640353483386891,29-06-2020,infobae,Argentina,oficial concretar trueque arthur pjanic juventus oficial traspasar arthur,No
1298901026200838145,27-08-2020,infobae,Argentina,codi pago contacto tiempo,No
1285730864543010818,22-07-2020,infobae,Argentina,equipo sudamericano adoptar mate infusión diario,Clickbait
1266039792287940608,28-05-2020,infobae,Argentina,infobaecolombio frontera paciente llegar saturar hospital,No
1299440734341345280,28-08-2020,infobae,Argentina,coronavirus impactar hombre científico empezar comprender,Clickbait
1269504497916637185,07-06-2020,infobae,Argentina,revancha ayuda distender mercado cambio local,No
1299153397313163265,28-08-2020,infobae,Argentina,margaritar cabello mujer convertir él procuradora general,No
1262517705682251776,18-05-2020,infobae,Argentina,sur comenzar reapertura gradual mantener clausurada playa,No
1260280093605113856,12-05-2020,infobae,Argentina,dragón azul extraño criatura venenós aparecer playa texas,Clickbait
1269332238279172096,06-06-2020,infobae,Argentina,estremecedor gesto partido bundesliga pedido justicia muerte,Clickbait
1301117773175808000,02-09-2020,infobae,Argentina,ansiedad ingreso impacto pandemia profesional salud,No
1263715347766538240,22-05-2020,infobae,Argentina,argentina ingresar default invisible mercado,No
1241211690382811136,21-03-2020,infobae,Argentina,cine autor casa película podés perder,Clickbait
1297367455594094593,23-08-2020,infobae,Argentina,producir aguacate mundo subsecretacer comercio exterior,No
1047587607679356928,03-10-2018,infobae,Argentina,infobaetecno desarrollar cápsula futuro tren hyperloop,No
1009469105487794176,20-06-2018,infobae,Argentina,advertir falla seguridad chromecast tratar solucionar él,Clickbait
1289313819689279488,31-07-2020,Clarín,Argentina,detener hacker año ciberataque masivo twitter,No
1288914891634388992,30-07-2020,Clarín,Argentina,colágeno hidrolizado convenir tomar suplemento,Clickbait
1301227318610931714,02-09-2020,Clarín,Argentina,unificar pena afrontar año cárcel,No
1287721686482247684,27-07-2020,Clarín,Argentina,coronavirus cárcel federal muerte caso positivo,No
1286424716065087489,23-07-2020,Clarín,Argentina,modisto abogado asesino convicto embajador mafia calabrés argentina,Clickbait
1300435952414982145,31-08-2020,Clarín,Argentina,costo declaración independencia,Clickbait
1262698986466574337,19-05-2020,Clarín,Argentina,estudio advertir celular caballo troya coronavirus,No
1278364039509352455,01-07-2020,Clarín,Argentina,rocío olivo meter pelea hija,No
1292186253878857728,08-08-2020,Clarín,Argentina,ciudad avanzar habilitar espacio común edificio definir protocolo parrilla sum,No
1291683755757834243,07-08-2020,Clarín,Argentina,coronavirus enfermero fernández muerto recuperar volver trabajar,Clickbait
1254543284833341440,26-04-2020,Clarín,Argentina,buscar él casa forcejeo matar hijo año,No
1283801134042406912,16-07-2020,Clarín,Argentina,franquicia crisis cerrar local,No
1295668216740577282,18-08-2020,La Nación,Argentina,doble rol juego tercer partener alianza gobernante,Clickbait
1303143524083343360,08-09-2020,La Nación,Argentina,coronavirus argentina superar barrera muerte argentina superar muerte coronavirus,No
1247518093930156036,07-04-2020,Clarín,Argentina,detener hermana ester alvarado principal líder narco rosario,No
1246469185888063488,04-04-2020,Clarín,Argentina,coronavirus foco puesto cajero clave consejo evitar robo dato tarjeta,Clickbait
1300171691084054528,30-08-2020,Clarín,Argentina,incendio ataque mapuch huelga camionero exigir protección sur país,No
1274065678572511232,19-06-2020,La Nación,Argentina,pixelar cara borrar metadato foto tecnología usado protesta,No
1227745494081908736,13-02-2020,Clarín,Argentina,asalto shopping soleil vínculo crimen turista inglés puerto madero,Clickbait
1238782629056598016,14-03-2020,Clarín,Argentina,sapien cautivo,No
1270768832404062208,10-06-2020,La Nación,Argentina,android google lanzar versión beta función,Clickbait
1159221303267778561,07-08-2019,Clarín,Argentina,galaxy note lanzar celular extra recarga,No
1239881052094513153,17-03-2020,Clarín,Argentina,advertir niño adolescente consumir pantalla,No
1148661324949401600,09-07-2019,Clarín,Argentina,netflix serie basado videojuego cuphead videojuego éxito versión adaptado netflix,No
1283177804843098112,14-07-2020,Clarín,Argentina,coronavirus reportar muerto caso hora,No
1283104177204400128,14-07-2020,Clarín,Argentina,amigo alerta festejar cuarentena advertir provincia,No
1209609001790590983,24-12-2019,Clarín,Argentina,desesperado búsqueda ginecólogo familia ofrecer,No
1266379526801461251,29-05-2020,La Nación,Argentina,capítulo youtube función organizar reproducción video,Clickbait
1301921321958469633,04-09-2020,Clarín,Argentina,rechazar dictar medida cautelar revisión traslado juez germar castelli,No
1254942407877066752,28-04-2020,Clarín,Argentina,malo palabra compartir conmovedor video nacimiento,Clickbait
1278419250248667140,01-07-2020,Clarín,Argentina,coronavirus argentina relevamiento mostrar economía preocupar salud familia,No
1283463276920213506,15-07-2020,Clarín,Argentina,atleta argentino lugar juego positivo,Clickbait
1185625689946505217,19-10-2019,Clarín,Argentina,caer sicario buscado rosario,Clickbait
1287933481834745857,28-07-2020,La Nación,Argentina,ife denunciar irregularidad pago apuntar fernanda ravertar fondo apuntar raverta irregularidad pago ife,No
1288819594594070533,30-07-2020,La Nación,Argentina,confirmado bautista ezcurrir jugar seguir éxodo bautista jugar,No
1180876336103071745,06-10-2019,Clarín,Argentina,entregar pizza asesinar tiro cabeza asesinar tiro cabeza repartidor pizza plata,No
1091766339885125633,02-02-2019,Clarín,Argentina,descubrir error whatsapp permitir recuperar mensaje eliminado,Clickbait
1254865661571903493,27-04-2020,La Nación,Argentina,velatorio digital solución adiós tiempo pandemia,No
1300958740108242945,02-09-2020,Clarín,Argentina,deuda clave entender negociación cabo,Clickbait
1247899492549984256,08-04-2020,Clarín,Argentina,leticia brédizar publicar fuerte mensaje novio acusar malo gente,No
1259492271776555008,10-05-2020,Clarín,Argentina,mira teoría deuda rol ministro,No
1273723810072625152,18-06-2020,Clarín,Argentina,problema fase impedir entrar municipio vecino leche hijo nacido,No
1247575119167459331,07-04-2020,Clarín,Argentina,coronavirus demi moore brucir willi pasar cuarentena,No
1287463895955902464,26-07-2020,La Nación,Argentina,fecha tribuna error fatal arquero consuelo goleador guante oro,Clickbait
1273414927491964929,18-06-2020,Clarín,Argentina,celebrar cumpleaños cuarentena opción mantener distancia social,Clickbait
1087789528926978048,22-01-2019,Clarín,Argentina,playlists signo zodíaco música escuchar astrología músico astrológicamenir personalizado spotify idear playlists signo zodíaco,Clickbait
1285144018368827392,20-07-2020,La Nación,Argentina,coronavirus argentina gasto extra pandemia rondar millón,No
1300650729590476800,01-09-2020,Clarín,Argentina,cantar breitmar romper tema,No
1245469749670273024,01-04-2020,Clarín,Argentina,disney prohibido adulto,Clickbait
1245189338876522497,01-04-2020,Clarín,Argentina,paul despedir beatle,Clickbait
1159222852735950853,07-08-2019,Clarín,Argentina,policía acusado asesinar matrimonio participar reconocer mentir arma,No
1300458899204706306,31-08-2020,Clarín,Argentina,significar soñar serpiente,Clickbait
1150405098159378437,14-07-2019,Clarín,Argentina,taxista mantener sitiado ciudad neuquén balearar chofer intento robo,No
1299415780090576896,28-08-2020,La Nación,Argentina,sufrir quemadura mano rostro explosión bidón alcohol accidente doméstico estevanez sufrir quemadura mano rostro,No
1274124820318486528,19-06-2020,Clarín,Argentina,golfista positivo pleno torneo pga tour,No
1299727229660913664,29-08-2020,Clarín,Argentina,designar fiscal caso facundo astudillo,Clickbait
1238577943099695108,13-03-2020,Clarín,Argentina,coronavirus emotivo campaña ero laura pausini cantante italiano,Clickbait
1242100029168455681,23-03-2020,Clarín,Argentina,coronavirus argentina riesgo país subir caer bono,No
1230521128738676736,20-02-2020,La Nación,Argentina,fifa boca river volver parche gratuito,No
1226869690561187841,10-02-2020,La Nación,Argentina,vivo huawei unir competir play storar google,No
1130542217557209088,20-05-2019,Clarín,Argentina,señal indicar chico problema visual,Clickbait
1214928516829077504,08-01-2020,La Nación,Argentina,ces 2020 charmin rollbot traer papel higiénico baño acabar https,No
1277689634487754752,29-06-2020,La Nación,Argentina,fútbol oficializar trueque arthur pjanic maquillar junio,No
1274331451815858177,20-06-2020,La Nación,Argentina,omar perotti explicar plan vocación expropiadoro,No
1109114523774910465,22-03-2019,Clarín,Argentina,chico terminar colegio sobrepeso buscar guía generar escuela saludable,No
1197543201378381824,21-11-2019,La Nación,Argentina,char él uber comfort servicio diferencial auto conductor silencioso,Clickbait
1270387607562829824,09-06-2020,La Nación,Argentina,central obrero respaldar intervención oficial respaldo central sindical intervención oficial,No
1021023854339055616,22-07-2018,Clarín,Argentina,falso meme muerte bean propagar estafa,Clickbait
1270437780490006530,09-06-2020,La Nación,Argentina,morient boca ganar intercontinental mirada argentino recuerdo boca ganar intercontinental camiseta xeneize conservar mirada argentino,Clickbait
1041669622724882432,17-09-2018,Clarín,Argentina,consejo perder grasa sacrificar masa muscular,Clickbait
994282555716157440,09-05-2018,Clarín,Argentina,neibors red social pensado vecino desarrollo argentino lanzar red social pensado vecino desarrollo argentino,No
1278082769780760576,30-06-2020,Clarín,Argentina,afirmar comprar dosis disponible mes droga coronavirus,No
916300532137943040,06-10-2017,Clarín,Argentina,entrená aire libre,No
1267202577147424768,31-05-2020,Clarín,Argentina,coronaviru enviar millón dosis hidroxicloroquina,No
1205709006347493376,14-12-2019,Clarín,Argentina,basterra armar equipo definir perfil gestión,No
1198591232517083138,24-11-2019,Clarín,Argentina,programa apuntar achicar huella carbono,No
1196392495522828288,18-11-2019,Clarín,Argentina,asegurar genética cambiar manejo agronómico maíz,No
1263487995442692096,21-05-2020,Clarín,Argentina,chino inaugurar asamblea político importante año dominado efecto coronavirus,No
1262438938729345024,18-05-2020,Clarín,Argentina,caso coronavirus cerrar escuela,No
1301284740809527300,02-09-2020,El Comercio,Ecuador,coe nacional aprobar regreso competición tenis presencia público,No
1307419454322757632,19-09-2020,BBC,Inglaterra,caso escuela derrumbado terremoto revivir historia monchito niño sismo 1985 existir nombre monchito mantener vilo terremoto 1985 2017 sobreviviente escombro descubrir niño existir denuestroarchivo sismo19s,No
1299438977624272903,28-08-2020,BBC,Inglaterra,messi abandonar barcelona ganar equipo salida astro responder analista ganar salida responder analista,Clickbait
1307248580013547521,19-09-2020,El Mundo,España,videojuego mando opinión,No
1297645864413003777,23-08-2020,El Comercio,Ecuador,mushuc runa ganar olmedo gol tiro libre arquero iván,No
1304520609179860993,11-09-2020,El Mundo,España,llama oeste dejar muerto incendio control fuego avanzar control informar pscarpe,No
1286802106184327169,24-07-2020,El Comercio,Ecuador,antetokounmpo lebron forma reinicio nurkic reaparecer candidato jugar amistoso reanudación torneo,Clickbait
1298172476317478912,25-08-2020,El Mundo,España,polémica apuesta vuelta co él televisión quedar despejar duda ejemplo resolver estudiante duda seguir programa televisión comprobar seguir contenido pablosolmos https,Clickbait
1303365308179255304,08-09-2020,El País Madrid,España,pedir año cárcel,No
1212682613770653698,02-01-2020,BBC,Inglaterra,evento personalidad prestar atención 2020,Clickbait
1294301100678549504,14-08-2020,El Mundo,España,popularidad bolsonaro batir récord presidente joanroyogual explicar,No
1289885331978887169,02-08-2020,El Mundo,España,vacuna coronavirus desata guerra hacker lucasdelacal,No
1307060950839824384,18-09-2020,BBC,Inglaterra,supercepo dólar gobierno argentina aplicar traba acceso dólares deterioro economía,Clickbait
1156512971272663045,31-07-2019,BBC,Inglaterra,ronaldinhir embargar propiedad retener pasaporte exfutbolista impago multa millón,No
1288015759097180160,28-07-2020,El Mundo,España,aprobar restricción aforo hostelería bar copa frenar rebrot,No
1269176142822604801,06-06-2020,El Mundo,España,pueblo bonito imponer manual comportamiento turista temor contagio lospueblosmbe cudillero guadalupe ayllón liérgán pedir turista comportar él,No
1299523415594934272,29-08-2020,El Mundo,España,comunidad lamentar pacto mínimo falta ministerio educación coordinar,No
1234907247240761350,03-03-2020,El Mundo,España,premio inventor comunicación prueba espía raquelvondiaz,No
1275519642317074443,23-06-2020,El Mundo,España,terremoto temblor magnitud causar muerto pleno pandemia gobernador confirmar muerto,No
1140005698987810816,15-06-2019,BBC,Inglaterra,dobla contundencia argentina empatar américo empato gol portero var clave empate,No
1241314653130633216,21-03-2020,El Mundo,España,coronavirus bandera iluminar edificio alto mundo dubai acto tributar personal sanitario español proyección torre costar dólares lucir rojigualda hispanidad coronavirus,No
1273902799819071489,19-06-2020,El Mundo,España,comerciante rastro acusar ayuntamiento falta colaboración reabrir mercadillo,No
1244248945477345284,29-03-2020,El País Madrid,España,ruttir duro halcón holando frente bloqueo seno cuestión económico,No
1289896478375256064,02-08-2020,El País Madrid,España,mujer jodida theron convertir estrella,Clickbait
1281503174843670530,10-07-2020,El País Madrid,España,gobierno casa real abordar futuro crisis resucitar jueves propuesta reformar constitución eliminar inviolabilidad jefe,No
1268122957336973312,03-06-2020,El Mundo,España,sufrir trasvase transporte público coche crisis https,No
1282365576158093317,12-07-2020,El Mundo,España,gasolina gol levante mantener athletic vivo pelea,No
1303156365087576064,08-09-2020,El Comercio,Ecuador,salazar año permanecer desaparecido septiembre atención salazar año desaparecido septiembre,No
1292165656608153607,08-08-2020,El País Madrid,España,pir él sustituir sarri despedido juventus hora caer champions equipo italiano eliminado lyon apostar excentrocampista estrenar banquillo informar lafolhaseco,No
1225012508542623745,05-02-2020,El Mundo,España,subterfugio guionista amiga recordar maestro,No
1301673134593052674,04-09-2020,El Comercio,Ecuador,arauz ingresar recurso casación caso soborno correa mantener aspiración electoral https,No
1245677230421872640,02-04-2020,El Mundo,España,policía municipal descubrir bar abierto cañada esconder plantación marihuana ue2bthnqsr,No
1240570700139835392,19-03-2020,El Mundo,España,aislamiento contagio mes empezar volver casa médico desplazar epicentro epidemia aliviar enero sistema sanitario colapsado https,No
1239543116388085760,16-03-2020,El Mundo,España,resultado vuelta cuarentena macron dirigir él nación suspender vuelta municipal anular celebrado récord abstención,No
1300977150644957184,02-09-2020,El Comercio,Ecuador,golear auca seguir lucha ganar etapa ligapro recuperar campeonato propiciar goleada auca monumental,No
1283046630476914688,14-07-2020,El País Madrid,España,var decidir jibarizar fútbol opiniónir var transformar fútbol juego prevalecer milímetro miligramo frame televisivo jugador convertir muñeco futbolín brazo rígido atado segurola,No
1302250133216784386,05-09-2020,El País Madrid,España,investigador negacionista antivacuna vendedor humo coronavirus mes pandemia disparar número grupo anticiencia aflorar negacionista cov2 conspiranoico antivacuna vendedor tratamiento ineficaz peligroso cara,Clickbait
1265209432956456961,26-05-2020,El Mundo,España,contar maltrato padrastro ciego doctor,No
1270699411820220416,10-06-2020,El Mundo,España,dinero crispar,No
1057235959035715584,30-10-2018,BBC,Inglaterra,récord triple minuto marca jugador statir,No
1301860061040517121,04-09-2020,El País Madrid,España,mujer frente agencia espacial canadiense lisacampbellvac politóloga abogado funcionaria público tomar mando fundado 1989 porrasferreyra,No
1301490129660329989,03-09-2020,El País Madrid,España,marina mexicano intercepto tonelada cocaína difundir video apreciar operativo detener embarcación kilogramo cocaína mexicano persona detener,No
1268129364354441218,03-06-2020,El País Madrid,España,accesorio pelo mascarilla diario cómodo,Clickbait
1305317359998046209,14-09-2020,BBC,Inglaterra,chernóbil cámara lento fondo mar titánico tarea reflotar submarino soviético material radioactivo mar estudio objeto radiactivo océano ártico encontrar buque reactor,No
1268538200617824256,04-06-2020,El Mundo,España,plantear separar espacio edad colegio perimetrar brote,No
1186307650239258624,21-10-2019,El Mundo,España,tomar sitio museo prado museodelprado recuperar obra pintora siglo xvi lavinia fontán papel visibilizador mujer arte https,No
1265889274328748033,28-05-2020,El Mundo,España,radical mantener ola sabotaje llamar movilización nacional país vasco navarra,No
1036892203497541632,04-09-2018,El Mundo,España,viaje bordo andalus tren lujoso mundo vídeo inmersivo alto resolución recorrer encanto joya ferroviario país andalus,No
1273880778829635589,19-06-2020,El País Madrid,España,koundé español dudar pagar millón girondin futbolista año temporada liga francés convertir elemento sevilla tabla recibir,No
1263144327238254592,20-05-2020,El Mundo,España,ignorar alerta cumbre europeo ignorar alerta cumbre europeo país advertir febrero falta material sanitario gravedad contagio contar miguelgcorral,No
1203374800326012929,07-12-2019,El Mundo,España,columna semanal vdelaserna reflexión viernes festivo https xglcum2908,No
1298321907331342337,25-08-2020,El Comercio,Ecuador,argentino anunciar deseo salir comunicado alerta,No
1255080705668911104,28-04-2020,El País Madrid,España,versión mini capucín convertir bolso temporada firma reeditar icónico capucín tamaño pequeño conquistar celebriti theron,Clickbait
1166993123211452416,29-08-2019,El Mundo,España,presidenta jurado arremete programar polanski gala,No
1242561476558274563,24-03-2020,El Mundo,España,guardiola messi donir millón euros cristiano financiar plaza deportista gesto detener avance coronavirus futbolista decidir donar millón euros invertir material sanitario,No
1196018831204012032,17-11-2019,El Mundo,España,detener denuncia falso hombre insultar agente vídeo viral,No
1242364708549689345,24-03-2020,El Mundo,España,televisión seguro piso villa costar aplazar juego olímpico televisión seguro piso villa aplazar juego olímpico,Clickbait
918189473820704769,11-10-2017,El Mundo,España,asador bordar futuro asadorbordar futuro crónica culinario mikelzeberio,No
1184773654892240896,17-10-2019,El Mundo,España,detenido robar casa futbolista,No
1235654824344948736,05-03-2020,El Mundo,España,saludo mano partido prevenir contagio,No
1267909156419362818,02-06-2020,El País Madrid,España,dúbov aprender rápido remontar ruso ganar nakamura manga fuerza jugar miércoles informar leontxogarcia,No
1298424924365709313,26-08-2020,El País Madrid,España,alondra parra orquesta pretender orquesta orquesta imposible confinamiento parra sumar reto elevar calidad concierto digital orquesta imposible músico ciudad grabar danzón número camimi68,No
1168193241176522753,01-09-2019,El Mundo,España,restaurante chino plaza icónico local cerrar puerta obra remodelación plaza,No
1266263003038715904,29-05-2020,El País Madrid,España,alphonso daviser rayo iluminar fascinante alphonso davies convertido jugador sorprendente bundesliga año peste surgir diegotorresro trazar perfil https,No
1296467580530679813,20-08-2020,El Comercio,Ecuador,sistema transporte municipal trabajar aforo disposición coe nacional atención pasajero transporte público bus interprovincial,Clickbait
1152515970168176640,20-07-2019,El Mundo,España,extraño pacto velasco mbbemkwahk,Clickbait
1295712803744030721,18-08-2020,El Comercio,Ecuador,protesta construcción cementerio fallecido mundo polémico construcción cementerio fallecido covid19 sector considerado pulmón paz,No
1295497282994016257,17-08-2020,El Comercio,Ecuador,bandera mascarilla argentino salir calle manifestar él,No
1236578150659895297,08-03-2020,El País Madrid,España,imagen olvidarar huelga feminista español imagen olvidarar huelga feminista 2019 hemeroteco,Clickbait
1295189857724178444,17-08-2020,El Comercio,Ecuador,ecuatoriano evaluó acción mes emergencia,No
1255753754063917056,30-04-2020,El País Madrid,España,tormenta deslumbrante cimiento financiero permitir psg asomar él mesa viejo nobleza europeo registrar martes doble sacudido liga juicio presidente informar,No
1304360011213279232,11-09-2020,BBC,Inglaterra,funcionar telescopio ayudar encontrar vida planeta experto responder pregunta astronomía lector,Clickbait
1304197856463671296,10-09-2020,BBC,Inglaterra,policía militar civil demanda reciente protesta policía carácter militar explicar pasar pardodaniel complejo,Clickbait
1293660587432583169,12-08-2020,El Comercio,Ecuador,álvaro noboa proclamar candidato presidencial enviar veedor convención álvaro noboa proclamar candidato presidencial pronunciar cancelación partido postular él,Clickbait
1001895018142076928,30-05-2018,BBC,Inglaterra,clave duelo statir warriors trono baloncesto mundial,Clickbait
986562902684504065,18-04-2018,BBC,Inglaterra,intriga identidad futbolista secreto exjugador alcanzar fama revelar intimidad fútbol,Clickbait
981957213664182273,05-04-2018,BBC,Inglaterra,caloría importante diferenciarla mala,Clickbait
1306764878699520001,18-09-2020,El Tiempo,Colombia,discusión grito insulto cabal ciudadano cai video viral red social momento choque senadora centro democrático cabal ciudadano barrio codito bogotá detalle,Clickbait
1306742654886125570,17-09-2020,El Tiempo,Colombia,policía asesinado bolívar año servicio patrullero policía nacional asesinar municipio sur bolívar momento,No
1306201253433806848,16-09-2020,El Tiempo,Colombia,recibir pluma oro libertad jineth periodista tiempo recibir pluma oro libertad anual libertad prensa asociación mundial editor noticia ifro contar detalle importante reconocimiento,No
1288625353737428992,30-07-2020,El Tiempo,Colombia,estudio revelar restricción parrillero reducir crimen lomásleído analizar caso ciudad país concluir medida funcionar https,No
1304857311375028224,12-09-2020,El Tiempo,Colombia,película mexicano llorar reír ánimo espacio cine ocasión traemos recomendación mexicano querer divertir contrario momento encuéntrela,Clickbait
1306611998638006272,17-09-2020,El Universal México,México,letra cuento examen extraordinario autor reunir texto inédito género literario exigente clandestinir acordeón revisar año producción literario,No
1285897255875162112,22-07-2020,El Tiempo,Colombia,infobogotá atacar piedra horno crematorio fontibón palo reclamar olor intoxicado https,Clickbait
1285682309447004160,21-07-2020,El Tiempo,Colombia,pedir mantener cuarentena localidad bogotá atención ministerio salud informar martes cuarentena efecto positivo,No
1277718993583865865,29-06-2020,El Tiempo,Colombia,esperanza adulto vencer,No
1276582768818958336,26-06-2020,El Tiempo,Colombia,infobogotá mujer dormir decena réplica chucky recoveco visitar casa patricia coleccionista imagen terror,No
1301930739915804675,04-09-2020,El Tiempo,Colombia,ministerio interior rumor cambio gabinete presidente duque continuar salir ministerio interior,No
1300282240010727424,31-08-2020,El Tiempo,Colombia,análisis egar ojo campeón tour eltourporet campeón alberto contador sastrar hablar buscar quedar él tour posibilidad,Clickbait
1236026288890146822,06-03-2020,El Tiempo,Colombia,hospital bogotá listo atender llegada,No
1233856860970680321,29-02-2020,El Tiempo,Colombia,país espacio doctor opinión lapáginadelau 2018 país doctor millón habitante vinculación laboral altura preparación lear columna opinión estudiante unijaveriana,No
1302528249138950145,06-09-2020,BBC,Inglaterra,autodidacta descubrir ceguera color donar ojo fenómeno seguir investigar daltonismo ocurrir fallo gen regulador producción pigmento cono,No
1304611942330437633,12-09-2020,El Universal México,México,golear blanco semana fácil gobernador morelo blanco,No
1302406438279667712,06-09-2020,BBC,Inglaterra,arquetipo líder populista bolsonaro salvini entrevistar escritor italiano scurati escribir novela mundo acontecimiento intermedio https,No
1224467601012805632,03-02-2020,El Universal México,México,entératar pagar millón exjefe policial espionaje juez español,No
1204483789411487744,10-12-2019,El Universal México,México,pese estancamiento económico mexicano seguir tarjeta crédito https cstonyl6zd,No
1302003039138648065,04-09-2020,BBC,Inglaterra,vacuna peligro aprobar fórmula terminir ensayo clínico vacuna apresurado peligro aprobar fórmula coronavirus,Clickbait
1301185615346753543,02-09-2020,El Universal México,México,morir vikings pensar viking covid19 e4wgvdtnge,No
1301452332765450241,03-09-2020,BBC,Inglaterra,guerra vencer,Clickbait
1305329168242978816,14-09-2020,El Universal México,México,segob informar consulta cancelar cervecera inai organismo transparencia indicar dependencia presidencia empresa transnacional consulta,No
1295587308729774090,18-08-2020,El Universal México,México,pablo guedir pedir paciencia xolo video tijuana pedir él club,No
1204060634276671488,09-12-2019,El Universal México,México,erupción dejar muerto muerto herido dejar erupción volcán zelanda,No
1201576776045973504,02-12-2019,El Universal México,México,entrevista defender interés nacional asegurar electo,No
1202256245450772482,04-12-2019,El Universal México,México,seguridad quedar deber aparecer escalafón nación componer índice mujer,No
1289618026019479552,01-08-2020,El Universal México,México,barra américo protesta manta regresar futbol regresar dinero futbol afición futbol mensaje apreciar manta,No
1186839349779947520,23-10-2019,El Universal México,México,presidente pedir perdón falta visión anunciar reforma,No
1272901746176618496,16-06-2020,El Universal México,México,descartar madre hija accidentar buscar atención médico sonoro mujer año alta hospital solicitar internar centro permanecer aislamiento voluntario,No
1297889914047078400,24-08-2020,BBC,Inglaterra,coronavirus curioso experimento estudiar trasmitar evento masivo amante música evento masivo raro privilegio tiempo participar concierto seguido semana,Clickbait
1297607810231001089,23-08-2020,BBC,Inglaterra,coronavirus advertir pandemia cambiar impulsar menor año pandemia cambiar persona año impulsar frecuencia propagación https,No
1161820824518746119,15-08-2019,El Universal México,México,captar hombre persignar robar celular iglesia,No
1297434170927583232,23-08-2020,BBC,Inglaterra,líder historia mundo ganador https,Clickbait
1232397741462081539,25-02-2020,El Universal México,México,buscar juego pelota patrimonio experto buscar juego pelota patrimonio cultural intangible humanidad,No
1232710163284418561,26-02-2020,El Universal México,México,miércoles ceniza celebrar miércoles roft7zabgp,Clickbait
1227996316699156480,13-02-2020,El Universal México,México,inaugurar muestra muralismo mexicano mural rivera mercado abelardo inaugurar muestra arte mexicano https,No
1246165002005798912,03-04-2020,El Universal México,México,enfermero positivo coahuila cuarentena médico enfermera coahuilar prueba personal reforzar vigilancia epidemiológico turno,No
