Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value
1180876336103071745,06-10-2019,Clarín,Argentina,entregar pizza asesinar tiro cabeza asesinar tiro cabeza repartidor pizza plata,No
1091766339885125633,02-02-2019,Clarín,Argentina,descubrir error app whatsapp permitir recuperar mensaje eliminado,Clickbait
1254865661571903493,27-04-2020,La Nación,Argentina,velatorio digital solución adiós tiempo pandemia,No
1300958740108242945,02-09-2020,Clarín,Argentina,deuda clave entender negociación llevar cabo martín guzmán,Clickbait
1247899492549984256,08-04-2020,Clarín,Argentina,leticia brédizar publicar fuerte mensaje novio acusar ladrón malo gente,No
1259492271776555008,10-05-2020,Clarín,Argentina,martín guzmán mira teoría deuda rol ministro,No
1273723810072625152,18-06-2020,Clarín,Argentina,problema fase intendente impedir entrar municipio vecino leche hijo recién nacido,No
1247575119167459331,07-04-2020,Clarín,Argentina,coronavirus demi moore brucir willi pasar junto cuarentena,No
1287463895955902464,26-07-2020,La Nación,Argentina,fecha premier league bielsa tribuna error fatal arquero leicester consuelo goleador guante oro,Clickbait
1273414927491964929,18-06-2020,Clarín,Argentina,celebrar cumpleaños cuarentena opción mantener distancia social,Clickbait
1087789528926978048,22-01-2019,Clarín,Argentina,playlists spotify signo zodíaco música escuchar astrología músico astrológicamenir personalizado spotify idear playlists signo zodíaco,Clickbait
1285144018368827392,20-07-2020,La Nación,Argentina,coronavirus argentina gasto extra pandemia rondar 450000 millón,No
1300650729590476800,01-09-2020,Clarín,Argentina,cantar 2020 breitmar romper tema charly garcía,No
1245469749670273024,01-04-2020,Clarín,Argentina,disney prohibido adulto,Clickbait
1245189338876522497,01-04-2020,Clarín,Argentina,paul mccartney basta despedir the beatle,Clickbait
1159222852735950853,07-08-2019,Clarín,Argentina,policía acusado asesinar matrimonio participar reconocer mentir arma,No
1300458899204706306,31-08-2020,Clarín,Argentina,significar soñar serpiente,Clickbait
1150405098159378437,14-07-2019,Clarín,Argentina,taxista mantener sitiado ciudad neuquén balearar chofer intento robo,No
1299415780090576896,28-08-2020,La Nación,Argentina,sebastián estevanez sufrir quemadura mano rostro explosión bidón alcohol gel accidente doméstico estevanez sufrir quemadura mano rostro,No
1274124820318486528,19-06-2020,Clarín,Argentina,golfista positivo coronavirus pleno torneo pga tour,No
1299727229660913664,29-08-2020,Clarín,Argentina,designar fiscal caso facundo astudillo castro,Clickbait
1238577943099695108,13-03-2020,Clarín,Argentina,coronavirus emotivo campaña andrea bocelli ero ramazzotti laura pausini cantante italiano,Clickbait
1242100029168455681,23-03-2020,Clarín,Argentina,coronavirus argentina riesgo país subir caer bono,No
1230521128738676736,20-02-2020,La Nación,Argentina,fifa boca river volver parche gratuito copa libertadores,No
1226869690561187841,10-02-2020,La Nación,Argentina,app store chino xiaomi oppo vivo huawei unir competir play storar google,No
1130542217557209088,20-05-2019,Clarín,Argentina,señal indicar chico problema visual,Clickbait
1214928516829077504,08-01-2020,La Nación,Argentina,ces 2020 charmin rollbot traer papel higiénico baño acabar,No
1277689634487754752,29-06-2020,La Nación,Argentina,fútbol barcelona juventus oficializar trueque arthur pjanic maquillar cuenta junio,No
1274331451815858177,20-06-2020,La Nación,Argentina,vicentin omar perotti plan alberto fernández vocación expropiadoro,No
1109114523774910465,22-03-2019,Clarín,Argentina,chico terminar colegio sobrepeso buscar guía generar escuela saludable,No
1197543201378381824,21-11-2019,La Nación,Argentina,char él uber comfort servicio diferencial auto conductor silencioso,Clickbait
1270387607562829824,09-06-2020,La Nación,Argentina,central obrero respaldar intervención oficial vicentin vicentin respaldo central sindical intervención oficial,No
1021023854339055616,22-07-2018,Clarín,Argentina,falso meme muerte bean propagar estafa,Clickbait
1270437780490006530,09-06-2020,La Nación,Argentina,fernando morient boca ganar intercontinental real madrid mirada gen argentino fútbol recuerdo fernando morientes boca ganar intercontinental real madrid camiseta xeneize conservar mirada gen argentino,Clickbait
1041669622724882432,17-09-2018,Clarín,Argentina,consejo perder grasa sacrificar masa muscular,Clickbait
994282555716157440,09-05-2018,Clarín,Argentina,neibors red social pensado vecino desarrollo argentino lanzar red social pensado vecino desarrollo argentino,No
1278082769780760576,30-06-2020,Clarín,Argentina,afirmar unidos comprar dosis disponible mes droga coronavirus,No
916300532137943040,06-10-2017,Clarín,Argentina,entrená aire libre,No
1267202577147424768,31-05-2020,Clarín,Argentina,coronaviru unidos enviar millón dosis hidroxicloroquina brasil,No
1205709006347493376,14-12-2019,Clarín,Argentina,basterra armar equipo definir perfil gestión,No
1198591232517083138,24-11-2019,Clarín,Argentina,programa apuntar achicar huella carbono,No
1196392495522828288,18-11-2019,Clarín,Argentina,asegurar genética cambiar manejo agronómico maíz,No
1263487995442692096,21-05-2020,Clarín,Argentina,chino inaugurar asamblea político importante año dominado efecto coronavirus,No
1262438938729345024,18-05-2020,Clarín,Argentina,caso coronavirus cerrar escuela francia,No
1301284740809527300,02-09-2020,El Comercio,Ecuador,coe nacional aprobar regreso competición tenis presencia público,No
1307419454322757632,19-09-2020,BBC,Inglaterra,caso frida sofía escuela derrumbado terremoto méxico revivir historia monchito niño sismo 1985 existir nombre frida sofía monchito mantener méxico vilo terremoto 1985 2017 posible sobreviviente escombro descubrir niño existir denuestroarchivo sismo19s,No
1299438977624272903,28-08-2020,BBC,Inglaterra,messi abandonar barcelona ganar equipo salida astro responder analista bbc ganar barcelona salida lionel messi responder analista bbc,Clickbait
1307248580013547521,19-09-2020,El Mundo,España,videojuego infinito mando opinión,No
1297645864413003777,23-08-2020,El Comercio,Ecuador,mushuc runa ganar olmedo gol tiro libre arquero iván brun,No
1304520609179860993,11-09-2020,El Mundo,España,llama oeste eeuu dejar muerto ver tanto incendio control fuego avanzar control eeuu informar,No
1286802106184327169,24-07-2020,El Comercio,Ecuador,antetokounmpo lebron forma reinicio nba nurkic reaparecer candidato mvp nba jugar amistoso reanudación torneo,Clickbait
1298172476317478912,25-08-2020,El Mundo,España,polémica apuesta méxico vuelta co él televisión quedar despejar duda ejemplo resolver estudiante duda seguir programa televisión comprobar realmente seguir contenido,Clickbait
1303365308179255304,08-09-2020,El País Madrid,España,pedir año cárcel jordi pujol,No
1212682613770653698,02-01-2020,BBC,Inglaterra,evento personalidad prestar atención 2020,Clickbait
1294301100678549504,14-08-2020,El Mundo,España,popularidad jair bolsonaro batir récord presidente brasil explicar,No
1289885331978887169,02-08-2020,El Mundo,España,vacuna coronavirus desata guerra hacker,No
1307060950839824384,18-09-2020,BBC,Inglaterra,supercepo dólar gobierno argentina aplicar traba acceso dólares deterioro economía,Clickbait
1156512971272663045,31-07-2019,BBC,Inglaterra,ronaldinhir embargar propiedad retener pasaporte exfutbolista impago multa us2 millón,No
1288015759097180160,28-07-2020,El Mundo,España,madrid aprobar restricción aforo hostelería bar copa frenar rebrot covid19,No
1269176142822604801,06-06-2020,El Mundo,España,pueblo bonito españa imponer manual comportamiento turista temor contagio cudillero guadalupe ayllón liérgán pedir turista saber comportar él,No
1299523415594934272,29-08-2020,El Mundo,España,comunidad lamentar pacto mínimo falta ministerio educación coordinar,No
1234907247240761350,03-03-2020,El Mundo,España,premio inventor comunicación prueba espía,No
1275519642317074443,23-06-2020,El Mundo,España,terremoto méxico temblor magnitud causa muerto pleno pandemia gobernador oaxaca confirmar muerto,No
1140005698987810816,15-06-2019,BBC,Inglaterra,copa américa brasil 2019 colombia dobla contundencia argentina perú empatar venezuela copa américo copa américa brasil 2019 perú empato gol venezuela portero faríñez var clave empate,No
1241314653130633216,21-03-2020,El Mundo,España,coronavirus bandera españa iluminar edificio alto mundo burj khalifa dubai acto rinde tributar personal sanitario español proyección torre costar 70000 100000 dólares lucir rojigualda hispanidad coronavirus,No
1273902799819071489,19-06-2020,El Mundo,España,comerciante rastro acusar ayuntamiento falta colaboración reabrir mercadillo,No
1244248945477345284,29-03-2020,El País Madrid,España,ruttir duro halcón holando frente bloqueo seno cuestión económico,No
1289896478375256064,02-08-2020,El País Madrid,España,mujer jodida charlize theron convertir estrella hollywood,Clickbait
1281503174843670530,10-07-2020,El País Madrid,España,gobierno casa real abordar futuro juan carlos crisis pedro sánchez resucitar jueves propuesta reformar constitución eliminar inviolabilidad jefe,No
1268122957336973312,03-06-2020,El Mundo,España,madrid sufrir trasvase transporte público coche crisis covid,No
1282365576158093317,12-07-2020,El Mundo,España,raúl garcía gasolina athletic gol raúl garcía levante mantener athletic vivo pelea europa,No
1303156365087576064,08-09-2020,El Comercio,Ecuador,anderson david salazar año permanecer desaparecido septiembre 2020 atención anderson david salazar año desaparecido septiembre 2020,No
1292165656608153607,08-08-2020,El País Madrid,España,pir él sustituir sarri despedido juventus hora caer champions equipo italiano eliminado lyon apostar excentrocampista estrenar banquillo informar,No
1225012508542623745,05-02-2020,El Mundo,España,josé luis cuerda subterfugio guionista discípula amiga josé luis cuerda recordar maestro,No
1301673134593052674,04-09-2020,El Comercio,Ecuador,andrés arauz ingresar recurso casación caso soborno rafael correa mantener aspiración electoral,No
1245677230421872640,02-04-2020,El Mundo,España,policía municipal descubrir bar abierto cañada esconder plantación marihuán,No
1240570700139835392,19-03-2020,El Mundo,España,aislamiento wuhan cero contagio coronavirus mes empezar volver casa 42000 médico desplazar wuhan epicentro epidemia aliviar enero sistema sanitario colapsado,No
1239543116388085760,16-03-2020,El Mundo,España,resultado vuelta francia cuarentena macron dirigir él nación suspender vuelta municipal anular celebrado ayer récord abstención,No
1300977150644957184,02-09-2020,El Comercio,Ecuador,barcelona golear auca lucha ganar etapa ligapro barcelona recuperar campeonato propiciar goleada auca monumental,No
1283046630476914688,14-07-2020,El País Madrid,España,var decidir jibarizar fútbol opinión var transformar fútbol juego prevalecer milímetro miligramo frame televisivo jugador convertir muñeco futbolín brazo rígido atado santiago segurola,No
1302250133216784386,05-09-2020,El País Madrid,España,investigador negacionista antivacuna vendedor humo coronavirus mes pandemia disparar número grupo anticiencia aflorar negacionista sarscov2 conspiranoico antivacuna vendedor tratamiento ineficaz peligroso poner cara,Clickbait
1265209432956456961,26-05-2020,El Mundo,España,armstrong maltrato padrastro ciego doctor ferrari,No
1270699411820220416,10-06-2020,El Mundo,España,dinero crispar,No
1057235959035715584,30-10-2018,BBC,Inglaterra,récord klay thompson nba triple minuto fantásticoa marca jugador golden statir warriors,No
1301860061040517121,04-09-2020,El País Madrid,España,lisa campbell mujer frente agencia espacial canadiense politóloga abogado funcionaria público tomar mando fundado 1989,No
1301490129660329989,03-09-2020,El País Madrid,España,marina mexicano intercepto tonelada cocaína caribe difundir video apreciar operativo detener embarcación 2960 kilogramo cocaína caribe mexicano persona detener,No
1268129364354441218,03-06-2020,El País Madrid,España,accesorio pelo mascarilla diario cómodo,Clickbait
1305317359998046209,14-09-2020,BBC,Inglaterra,chernóbil cámara lento fondo mar titánico tarea reflotar submarino soviético material radioactivo mar barents estudio 18000 objeto radiactivo océano ártico encontrar buque reactor,No
1268538200617824256,04-06-2020,El Mundo,España,celaá plantear separar espacio edad colegio perimetrar posible brote covid19,No
1186307650239258624,21-10-2019,El Mundo,España,tomar sitio museo prado recuperar obra pintora siglo xvi sofonisba anguissola lavinia fontán tener papel visibilizador mujer arte,No
1265889274328748033,28-05-2020,El Mundo,España,radical mantener ola sabotaje llamar movilización nacional país vasco navarra,No
1036892203497541632,04-09-2018,El Mundo,España,viaje 360º bordo alandalus tren lujoso mundo vídeo inmersivo alto resolución recorrer encanto joya ferroviario país andalus,No
1273880778829635589,19-06-2020,El País Madrid,España,koundé español monchi dudar pagar millón girondin koundé futbolista año temporada medio liga francés convertir mejor elemento sevilla tabla recibir barça,No
1263144327238254592,20-05-2020,El Mundo,España,fernando simón ignorar alerta alemania francia covid19 cumbre europeo fernando simón ignorar alerta alemania francia covid_19 cumbre europeo país advertir febrero falta material sanitario gravedad contagio contar,No
1203374800326012929,07-12-2019,El Mundo,España,columna semanal reflexión viernes festivo,No
1298321907331342337,25-08-2020,El Comercio,Ecuador,argentino lionel messi anunciar deseo salir barcelona españa atención messi comunicado poner alerta barcelona,No
1255080705668911104,28-04-2020,El País Madrid,España,versión mini capucín louis vuitton convertir bolso temporada firma reeditar icónico capucín tamaño pequeño conquistar celebriti charlize theron karlie kloss,Clickbait
1166993123211452416,29-08-2019,El Mundo,España,presidenta jurado arremete mostro programar polanski ir gala,No
1242561476558274563,24-03-2020,El Mundo,España,guardiola messi donir millón euros cristiano financiar plaza uci leo messi deportista gesto detener avance coronavirus futbolista decidir donar millón euros invertir material sanitario covid19,No
1196018831204012032,17-11-2019,El Mundo,España,detener denuncia falso hombre insultar agente vídeo viral,No
1242364708549689345,24-03-2020,El Mundo,España,televisión seguro piso villa costar aplazar juego olímpico tokio televisión seguro piso villa aplazar juego olímpico tokio,Clickbait
918189473820704769,11-10-2017,El Mundo,España,asador bordar brasas futuro getxo asadorbordar brasas futuro crónica culinario pepe barrena,No
1184773654892240896,17-10-2019,El Mundo,España,detenido robar casa futbolista atlético real madrid,No
1235654824344948736,05-03-2020,El Mundo,España,premier cancela saludo mano partido prevenir contagio coronavirus,No
1267909156419362818,02-06-2020,El País Madrid,España,dúbov aprender rápido remontar ruso ganar 2515 nakamura manga fuerza jugar miércoles informar,No
1298424924365709313,26-08-2020,El País Madrid,España,alondra parra orquesta pretender orquesta orquesta imposible confinamiento alondra parra sumar reto elevar calidad concierto digital orquesta imposible músico ciudad grabar danzón número,No
1168193241176522753,01-09-2019,El Mundo,España,adiós restaurante chino plaza españa icónico local cerrar puerta obra remodelación plaza,No
1266263003038715904,29-05-2020,El País Madrid,España,alphonso daviser rayo iluminar bayern fascinante alphonso davies convertido haaland jugador sorprendente bundesliga año peste surgir futbolísticamente trazar perfil,No
1296467580530679813,20-08-2020,El Comercio,Ecuador,sistema transporte municipal quito trabajar aforo disposición coe nacional atención pasajero transporte público quito bus interprovincial,Clickbait
1152515970168176640,20-07-2019,El Mundo,España,extraño pacto psoe torrejón velasco,Clickbait
1295712803744030721,18-08-2020,El Comercio,Ecuador,protesta construcción cementerio fallecido covid19 mundo polémica construcción cementerio fallecido covid19 sector considerado pulmón paz,No
1295497282994016257,17-08-2020,El Comercio,Ecuador,bandera mascarilla argentino salir calle manifestar él gobierno,No
1236578150659895297,08-03-2020,El País Madrid,España,imagen olvidarar huelga feminista español imagen olvidarar huelga feminista 2019 hemeroteco,Clickbait
1295189857724178444,17-08-2020,El Comercio,Ecuador,gobierno ecuatoriano evaluó acción mes emergencia covid19,No
1255753754063917056,30-04-2020,El País Madrid,España,tormenta psg deslumbrante cimiento financiero permitir psg asomar él mesa viejo nobleza europeo registrar martes doble sacudido liga juicio presidente khelaifi informar,No
1304360011213279232,11-09-2020,BBC,Inglaterra,funcionar telescopio ayudar encontrar vida planeta experto responder pregunta astronomía lector bbc mundo,Clickbait
1304197856463671296,10-09-2020,BBC,Inglaterra,policía colombia militar civil demanda reciente protesta policía colombia carácter militar explicar pasar reporta complejo,Clickbait
1293660587432583169,12-08-2020,El Comercio,Ecuador,álvaro noboa proclamar candidato presidencial aea cne enviar veedor convención álvaro noboa proclamar candidato presidencial cne pronunciar cancelación partido postular él,Clickbait
1001895018142076928,30-05-2018,BBC,Inglaterra,nba clave duelo golden statir warriors cleveland cavaliers trono baloncesto mundial,Clickbait
986562902684504065,18-04-2018,BBC,Inglaterra,intriga identidad futbolista secreto exjugador liga premier alcanzar fama revelar intimidad fútbol,Clickbait
981957213664182273,05-04-2018,BBC,Inglaterra,caloría importante diferenciarla mala,Clickbait
1306764878699520001,18-09-2020,El Tiempo,Colombia,discusión grito insulto cabal ciudadano cai video viral red social momento choque senadora centro democrático maría fernanda cabal ciudadano barrio codito bogotá detalle,Clickbait
1306742654886125570,17-09-2020,El Tiempo,Colombia,policía asesinado bolívar llevar año servicio intendente patrullero policía nacional asesinar municipio norosí sur bolívar conocer momento,No
1306201253433806848,16-09-2020,El Tiempo,Colombia,jineth bedoya recibir pluma oro libertad jineth bedoya periodista tiempo recibir pluma oro libertad premio anual libertad prensa asociación mundial editor noticia wanifra acá contar detalle importante reconocimiento,No
1288625353737428992,30-07-2020,El Tiempo,Colombia,estudio revelar restricción parrillero reducir crimen lomásleído analizar caso distinto ciudad país concluir medida funcionar,No
1304857311375028224,12-09-2020,El Tiempo,Colombia,película mexicano llorar reír ánimo espacio cine ocasión traemos recomendación mexicano querer divertir contrario momento encuéntrela,Clickbait
1306611998638006272,17-09-2020,El Universal México,México,letra cuento juan villoro examen extraordinario autor reunir texto inédito género literario exigente clandestinir acordeón revisar año producción literario,No
1285897255875162112,22-07-2020,El Tiempo,Colombia,infobogotá atacar piedra horno crematorio fontibón palo reclamar olor intoxicado,Clickbait
1285682309447004160,21-07-2020,El Tiempo,Colombia,minsalud pedir mantener cuarentena localidad bogotá atención ministerio salud martes cuarentena bogotá tener efecto positivo,No
1277718993583865865,29-06-2020,El Tiempo,Colombia,esperanza adulto mayor vencer covid19 cundinamarca,No
1276582768818958336,26-06-2020,El Tiempo,Colombia,infobogotá mujer dormir decena réplica chucky recoveco visitar casa patricia coleccionista imagen terror,No
1301930739915804675,04-09-2020,El Tiempo,Colombia,alicia arango ministerio interior rumor cambio gabinete presidente duque continuar salir alicia arango ministerio interior,No
1300282240010727424,31-08-2020,El Tiempo,Colombia,análisis egar roglic ojo campeón tour eltourporet campeón alberto contador carlos sastrar hablar buscar quedar él tour francia 2020 posibilidad,Clickbait
1236026288890146822,06-03-2020,El Tiempo,Colombia,hospital bogotá listo atender llegada covid19,No
1233856860970680321,29-02-2020,El Tiempo,Colombia,país espacio verdadero doctor opinión lapáginadelau 2018 país 700 doctor millón habitante vinculación laboral altura preparación lear columna opinión estudiante,No
1302528249138950145,06-09-2020,BBC,Inglaterra,john dalton autodidacta descubrir ceguera color donar ojo fenómeno seguir investigar daltonismo ocurrir fallo gen regulador producción pigmento cono,No
1304611942330437633,12-09-2020,El Universal México,México,golear cuauhtémoc blanco semana fácil gobernador morelo cuauhtémoc blanco,No
1302406438279667712,06-09-2020,BBC,Inglaterra,mussolini arquetipo líder populista bolsonaro trump salvini entrevistar escritor italiano antonio scurati escribir novela mundo conocer acontecimiento intermedio,No
1224467601012805632,03-02-2020,El Universal México,México,entératar bbva pagar millón exjefe policial espionaje juez español,No
1204483789411487744,10-12-2019,El Universal México,México,pese estancamiento económico mexicano seguir usar tarjeta crédito hsbc,No
